Unnamed: 0,0,1,4,5,6,7,8,9,10,11
2015_12,645.19,934.31,881.41,1038.77,1565.82,1530.21,1660.07,908.76,1552.29,1053.57
2016_1,648.19,936.75,882.67,1040.26,1572.87,1536.73,1673.71,912.74,1574.81,1058.13
2016_2,642.97,936.27,875.12,1034.96,1572.76,1537.13,1671.63,911.77,1568.69,1055.13
2016_3,641.03,934.89,869.16,1029.44,1574.52,1538.74,1663.52,907.86,1566.11,1053.68
2016_4,641.55,934.88,864.66,1027.98,1577.46,1541.6,1664.59,908.02,1564.37,1055.98
2016_5,639.15,935.48,859.68,1024.76,1578.6,1543.39,1664.18,907.25,1564.89,1055.25
2016_6,639.41,939.28,855.04,1021.49,1583.28,1545.87,1669.45,911.93,1574.01,1058.0
2016_7,641.07,940.87,855.84,1021.47,1588.25,1550.77,1681.09,915.27,1584.33,1061.18
2016_8,640.1,939.92,852.17,1018.27,1587.16,1551.97,1675.54,914.65,1576.7,1061.11
2016_9,634.65,936.18,841.22,1012.27,1586.74,1551.42,1671.56,908.54,1572.38,1056.29
2016_10,635.05,936.12,836.43,1008.27,1588.52,1552.27,1672.02,908.9,1572.95,1057.51
2016_11,633.92,936.58,836.41,1007.43,1591.12,1555.85,1690.54,910.51,1593.16,1059.16
2016_12,634.14,937.49,833.35,1006.28,1594.71,1559.38,1693.93,912.24,1595.93,1061.91
