Unnamed: 0,0,2,3,4,5,6,7,8,9
2018_9,1761.69,1795.57,655.73,1378.95,1002.1,1314.9,1056.91,1990.04,816.64
2018_10,1771.27,1806.21,657.56,1385.07,1005.45,1321.85,1061.09,2000.99,819.76
2018_11,1781.32,1816.35,659.05,1391.05,1008.27,1328.54,1065.62,2010.74,823.13
2018_12,1791.55,1824.71,660.67,1397.49,1011.64,1332.53,1069.2,2019.43,824.24
2019_1,1795.11,1830.82,660.8,1400.06,1012.24,1334.56,1069.55,2028.84,824.8
2019_2,1801.97,1834.35,662.68,1403.62,1014.92,1339.11,1073.45,2027.01,827.87
2019_3,1807.1,1840.04,663.24,1406.7,1016.56,1342.33,1075.35,2033.86,829.11
2019_4,1812.59,1845.99,664.25,1410.3,1019.1,1345.33,1078.26,2038.71,830.39
2019_5,1816.81,1849.52,665.35,1413.1,1020.73,1348.27,1080.47,2041.97,832.01
2019_6,1822.29,1856.23,665.75,1417.15,1022.52,1350.78,1081.99,2047.58,832.96
2019_7,1828.03,1860.08,666.27,1419.66,1023.64,1353.36,1083.68,2049.55,833.56
2019_8,1833.76,1865.67,668.08,1423.24,1026.4,1357.22,1086.93,2056.73,836.17
2019_9,1837.41,1869.42,668.19,1425.24,1027.77,1358.68,1087.66,2059.4,836.82
2019_10,1841.81,1874.97,669.25,1427.67,1029.45,1362.46,1090.39,2066.09,838.72
2019_11,1847.02,1880.73,670.39,1431.43,1031.6,1365.72,1093.05,2069.94,840.7
2019_12,1852.45,1883.49,671.21,1434.07,1032.76,1367.0,1094.17,2073.12,841.21
2020_1,1846.43,1879.7,670.07,1429.06,1030.29,1366.9,1090.49,2063.78,839.34
2020_2,1837.28,1868.51,666.51,1422.57,1025.49,1358.16,1086.41,2056.19,837.94
2020_3,1831.08,1863.87,664.34,1417.33,1022.47,1354.91,1083.19,2049.87,836.92
2020_4,1826.9,1857.03,662.37,1411.71,1019.19,1350.51,1080.08,2041.91,835.64
2020_5,1817.22,1847.96,659.6,1406.16,1015.15,1345.19,1075.69,2030.68,834.01
2020_6,1810.83,1840.72,657.12,1400.72,1011.5,1340.38,1071.73,2020.64,831.97
2020_7,1803.78,1835.52,655.28,1395.27,1008.38,1337.52,1068.65,2013.35,831.06
2020_8,1795.6,1826.43,652.54,1388.72,1004.06,1331.62,1064.06,2004.01,828.66
2020_9,1788.87,1817.8,650.07,1382.89,1000.28,1325.59,1059.65,1994.49,826.52
2020_10,1780.84,1810.1,647.74,1376.34,996.27,1320.92,1055.71,1985.35,825.17
2020_11,1772.53,1801.52,644.89,1369.65,991.86,1315.37,1051.43,1974.47,822.71
2020_12,1766.1,1794.03,642.33,1364.0,987.97,1310.95,1047.7,1966.51,820.98
2021_1,1781.1,1808.07,648.1,1376.36,996.52,1320.39,1055.75,1980.9,826.28
2021_2,1797.32,1825.36,655.52,1387.75,1004.93,1332.4,1065.36,1997.88,833.78
2021_3,1815.86,1844.93,659.03,1400.49,1013.65,1345.56,1074.84,2019.94,841.48
2021_4,1830.78,1859.87,664.21,1411.69,1021.57,1355.98,1084.37,2035.56,847.93
2021_5,1847.01,1876.22,669.23,1423.57,1029.71,1367.1,1091.35,2052.5,853.36
2021_6,1861.23,1889.73,673.74,1433.93,1036.57,1375.64,1098.98,2065.23,858.45
2021_7,1876.98,1905.58,679.11,1445.31,1044.7,1386.55,1107.42,2082.12,864.71
2021_8,1892.23,1922.56,684.26,1455.7,1052.5,1399.16,1116.06,2100.43,871.86
2021_9,1906.15,1934.8,688.58,1466.06,1059.55,1406.59,1122.85,2114.18,875.99
2021_10,1920.43,1948.95,692.93,1475.9,1066.38,1416.61,1130.35,2128.44,882.36
2021_11,1934.64,1962.96,697.66,1486.42,1073.71,1425.06,1137.5,2142.98,887.28
2021_12,1948.53,1976.83,702.53,1496.6,1080.91,1435.45,1145.87,2156.97,893.35
