Unnamed: 0,0,1,2,3,5,6,7,8,9,10,11
2011_10,773.23,892.64,1036.04,934.04,1153.55,1131.95,752.97,1105.4,1056.4,592.32,747.04
2011_11,778.02,896.83,1041.03,938.47,1158.09,1136.73,757.77,1110.43,1061.39,596.19,750.65
2011_12,782.84,900.97,1046.06,942.93,1162.88,1141.61,762.56,1115.44,1066.39,600.05,754.37
2012_1,787.96,904.97,1055.2,947.67,1172.73,1151.3,767.35,1125.29,1075.74,602.48,754.56
2012_2,793.43,909.33,1064.62,952.34,1183.14,1161.79,772.46,1135.76,1085.44,604.78,754.44
2012_3,798.6,913.36,1073.78,956.73,1193.11,1171.69,777.22,1145.86,1094.83,607.17,753.99
2012_4,803.7,917.26,1082.72,960.94,1202.69,1181.22,782.1,1155.68,1103.91,609.42,753.38
2012_5,808.86,921.2,1091.68,965.34,1212.58,1191.06,786.92,1165.32,1113.19,611.71,753.09
2012_6,813.84,924.85,1100.52,969.58,1221.99,1200.52,791.61,1174.85,1122.18,613.89,752.58
2012_7,818.99,928.8,1109.45,974.01,1231.71,1210.32,796.41,1184.71,1131.42,616.2,752.33
2012_8,823.91,932.42,1118.15,978.04,1241.12,1219.72,801.11,1194.08,1140.26,618.38,751.81
2012_9,829.02,936.28,1127.07,982.43,1250.79,1229.42,805.91,1203.91,1149.5,620.67,751.45
2012_10,833.9,940.11,1135.73,986.63,1260.15,1238.7,810.46,1213.42,1158.37,622.68,750.91
2012_11,838.63,943.46,1144.22,990.57,1269.33,1247.72,814.9,1222.66,1167.16,624.75,750.46
2012_12,844.35,948.43,1154.38,995.55,1281.94,1260.11,820.63,1233.42,1177.58,627.89,750.7
2013_1,935.29,1085.64,1374.34,1145.55,1535.42,1518.67,897.07,1483.77,1405.87,657.35,807.3
2013_2,936.7,1083.17,1377.66,1141.38,1533.52,1507.65,901.46,1482.35,1408.56,654.72,803.6
2013_3,941.39,1086.97,1383.24,1146.86,1541.92,1515.66,905.97,1490.34,1414.65,657.96,807.51
2013_4,948.47,1093.06,1389.15,1149.06,1546.91,1516.33,912.06,1495.3,1421.3,659.69,809.85
2013_5,952.02,1093.49,1396.22,1152.0,1550.68,1522.2,917.43,1499.83,1426.71,660.78,809.5
2013_6,957.46,1097.72,1401.96,1157.11,1555.98,1529.08,924.87,1506.61,1433.31,662.87,811.43
2013_7,971.39,1107.91,1412.89,1172.07,1569.82,1553.43,935.15,1520.71,1442.57,671.73,820.91
2013_8,970.19,1106.64,1415.85,1168.03,1570.83,1544.76,935.01,1522.28,1447.37,668.32,817.12
2013_9,975.2,1108.66,1420.25,1169.31,1575.22,1546.88,940.75,1525.35,1451.28,670.39,818.84
2013_10,979.77,1112.03,1425.63,1173.36,1578.84,1551.01,945.35,1531.23,1457.26,671.73,819.85
2013_11,985.67,1114.38,1431.33,1179.87,1583.57,1563.0,951.57,1536.64,1462.24,674.51,823.81
2013_12,995.27,1124.93,1438.48,1191.79,1595.29,1583.63,956.55,1549.43,1470.61,678.56,828.48
2014_1,995.31,1123.92,1444.11,1192.56,1602.05,1586.59,961.03,1551.91,1475.63,678.65,830.06
2014_2,997.32,1127.51,1449.5,1191.32,1603.68,1577.33,962.41,1555.3,1481.1,680.85,831.32
2014_3,1003.2,1135.39,1458.03,1199.84,1614.43,1587.69,966.3,1567.14,1490.32,683.62,837.66
2014_4,1006.68,1140.83,1463.89,1206.06,1619.9,1593.37,969.35,1573.27,1496.4,686.41,840.78
2014_5,1008.88,1146.77,1469.29,1216.82,1627.12,1614.28,974.17,1577.93,1501.16,687.8,848.74
2014_6,1019.02,1155.3,1478.76,1224.98,1638.91,1621.94,981.16,1593.15,1512.12,695.16,854.77
2014_7,1017.38,1156.23,1480.85,1227.85,1639.59,1616.67,982.49,1594.25,1514.36,693.46,858.35
2014_8,1017.82,1157.41,1486.33,1224.68,1641.38,1614.78,980.86,1594.99,1518.5,693.81,855.85
2014_9,1020.35,1161.54,1490.27,1227.36,1644.99,1618.55,983.5,1599.61,1523.8,695.43,860.52
2014_10,1024.9,1167.73,1496.46,1237.41,1652.94,1633.29,987.18,1610.32,1529.74,697.78,863.68
2014_11,1034.06,1179.06,1508.13,1251.08,1671.31,1654.96,995.55,1624.16,1540.86,705.65,874.31
2014_12,1034.71,1180.79,1511.01,1254.14,1672.14,1658.75,995.21,1627.86,1544.55,704.07,876.82
2015_1,1024.26,1170.54,1503.04,1239.24,1658.56,1631.05,986.76,1614.26,1536.38,698.65,866.04
2015_2,1018.6,1166.71,1499.06,1235.88,1655.22,1630.37,980.15,1611.64,1532.42,696.47,862.12
